created_date,transaction_id,transaction_type,transaction_amount,user_id,first_login_date
6/21/2023,GDP23062132359345E,ewallet,208333.3333,63431300,7/19/2021
6/22/2023,GDP23062232367472E,ewallet,208333.3333,63431300,7/19/2021
6/24/2023,GDP23062432385610E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385621E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385631E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385635E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385643E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385677E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385708E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385714E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385717E,ewallet,20833.33333,65949513,1/7/2023
6/24/2023,GDP23062432385719E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732338988E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732338992E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732338998E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732339004E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732339656E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732339665E,ewallet,20833.33333,65949513,1/7/2023
6/17/2023,GDP23061732338932E,ewallet,41666.66667,65949513,1/7/2023
6/17/2023,GDP23061732338954E,ewallet,41666.66667,65949513,1/7/2023
6/17/2023,GDP23061732338974E,ewallet,41666.66667,65949513,1/7/2023
6/16/2023,GDP23061632332866B,bank,208333.3333,65949513,1/7/2023
6/16/2023,GDP23061632332755B,bank,208333.3333,65949513,1/7/2023
6/17/2023,GDP23061732339673E,ewallet,208333.3333,65949513,1/7/2023
6/7/2023,GDP23060732270235A,apple,19485.41667,66434796,6/6/2023
6/9/2023,GDP23060932288733A,apple,48860.41667,66434796,6/6/2023
6/9/2023,GDP23060932290526G,google,19485.41667,66397224,5/25/2023
6/3/2023,GDP23060332247069E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247074E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247083E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247088E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247099E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247095E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247100E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247102E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247104E,ewallet,20833.33333,66170983,4/12/2023
6/3/2023,GDP23060332247106E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292325E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292326E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292327E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292332E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292354E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292361E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292369E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292371E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292375E,ewallet,20833.33333,66170983,4/12/2023
6/10/2023,GDP23061032292374E,ewallet,20833.33333,66170983,4/12/2023
6/1/2023,GDP23060132241747E,ewallet,41666.66667,66170983,4/12/2023
6/1/2023,GDP23060132241735E,ewallet,208333.3333,66170983,4/12/2023
6/1/2023,GDP23060132241736E,ewallet,208333.3333,66170983,4/12/2023
6/1/2023,GDP23060132241743E,ewallet,208333.3333,66170983,4/12/2023
6/1/2023,GDP23060132241698E,ewallet,416666.6667,66170983,4/12/2023
6/24/2023,GDP23062432380430E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380432E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380434E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380439E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380443E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380440E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380438E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380446E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380448E,ewallet,20833.33333,66170983,4/12/2023
6/24/2023,GDP23062432380450E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334664E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334666E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334669E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334667E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334672E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334675E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334677E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334676E,ewallet,20833.33333,66170983,4/12/2023
6/17/2023,GDP23061732334678E,ewallet,20833.33333,66170983,4/12/2023
6/29/2023,GDP23062932413142B,bank,41666.66667,66170983,4/12/2023
6/29/2023,GDP23062932413121B,bank,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363506B,bank,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363455B,bank,41666.66667,66170983,4/12/2023
6/17/2023,GDP23061732334691E,ewallet,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363489E,ewallet,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363494E,ewallet,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363496E,ewallet,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363499E,ewallet,41666.66667,66170983,4/12/2023
6/21/2023,GDP23062132363500E,ewallet,41666.66667,66170983,4/12/2023
6/17/2023,GDP23061732336039E,ewallet,125000,66170983,4/12/2023
6/19/2023,GDP23061932345742E,ewallet,208333.3333,66170983,4/12/2023
6/19/2023,GDP23061932345744E,ewallet,208333.3333,66170983,4/12/2023
6/19/2023,GDP23061932348477E,ewallet,208333.3333,66170983,4/12/2023
6/22/2023,GDP23062232368878E,ewallet,20833.33333,66533604,6/22/2023
6/22/2023,GDP23062232368905E,ewallet,4166.666667,66533604,6/22/2023
6/10/2023,GDP23061032293109E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293110E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293111E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293114E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293115E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293117E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293118E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293119E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293120E,ewallet,41666.66667,62141790,7/16/2022
6/10/2023,GDP23061032293122E,ewallet,41666.66667,62141790,7/16/2022
6/12/2023,GDP23061232307890E,ewallet,208333.3333,62141790,7/16/2022
6/12/2023,GDP23061232307893E,ewallet,208333.3333,62141790,7/16/2022
6/14/2023,GDP23061432314375E,ewallet,416666.6667,62141790,7/16/2022
6/14/2023,GDP23061432314376E,ewallet,416666.6667,62141790,7/16/2022
6/15/2023,GDP23061532319924E,ewallet,208333.3333,62141790,7/16/2022
6/15/2023,GDP23061532319926E,ewallet,208333.3333,62141790,7/16/2022
6/14/2023,GDP23061432315685G,google,9693.75,19975990,11/13/2022
6/22/2023,GDP23062232369562C,card,8333.333333,59692350,6/22/2023
6/22/2023,GDP23062232369589C,card,8333.333333,59692350,6/22/2023
6/22/2023,GDP23062232369601C,card,8333.333333,59692350,6/22/2023
6/1/2023,GDP23060132241280G,google,9693.75,57845561,9/16/2020
6/1/2023,GDP23060132241283G,google,9693.75,57845561,9/16/2020
6/3/2023,GDP23060332247356G,google,9693.75,57845561,9/16/2020
6/1/2023,GDP23060132235806G,google,19485.41667,57845561,9/16/2020
6/1/2023,GDP23060132241277G,google,19485.41667,57845561,9/16/2020
6/2/2023,GDP23060232242142G,google,48860.41667,57845561,9/16/2020
6/22/2023,GDP23062232368067E,ewallet,12500,57845561,9/16/2020
6/19/2023,GDP23061932350613E,ewallet,83333.33333,57845561,9/16/2020
6/19/2023,GDP23061932350619E,ewallet,83333.33333,57845561,9/16/2020
6/19/2023,GDP23061932349883E,ewallet,83333.33333,57845561,9/16/2020
6/26/2023,GDP23062632398179E,ewallet,20833.33333,57845561,9/16/2020
6/26/2023,GDP23062632398211E,ewallet,20833.33333,57845561,9/16/2020
6/20/2023,GDP23062032351787E,ewallet,20833.33333,57845561,9/16/2020
6/19/2023,GDP23061932351556E,ewallet,20833.33333,57845561,9/16/2020
6/26/2023,GDP23062632398097E,ewallet,41666.66667,57845561,9/16/2020
6/19/2023,GDP23061932350741E,ewallet,41666.66667,57845561,9/16/2020
6/19/2023,GDP23061932351581E,ewallet,41666.66667,57845561,9/16/2020
6/21/2023,GDP23062132363350E,ewallet,8333.333333,57845561,9/16/2020
6/23/2023,GDP23062332375248E,ewallet,208333.3333,57845561,9/16/2020
6/24/2023,GDP23062432381351C,card,208333.3333,64520053,3/4/2022
6/9/2023,GDP23060932290458G,google,9693.75,64513169,5/3/2022
6/13/2023,GDP23061332313526E,ewallet,4166.666667,66102185,3/1/2023
6/1/2023,GDP23060132235594E,ewallet,4166.666667,66102185,3/1/2023
6/28/2023,GDP23062832411960E,ewallet,41666.66667,66102185,3/1/2023
6/22/2023,GDP23062232373011E,ewallet,41666.66667,66102185,3/1/2023
6/28/2023,GDP23062832411944E,ewallet,41666.66667,66102185,3/1/2023
6/27/2023,GDP23062732406046E,ewallet,4166.666667,66102185,3/1/2023
6/23/2023,GDP23062332380029E,ewallet,208333.3333,66102185,3/1/2023
6/11/2023,GDP23061132298044A,apple,9693.75,66442166,6/9/2023
6/12/2023,GDP23061232303678A,apple,9693.75,66442166,6/9/2023
6/10/2023,GDP23061032295346G,google,9693.75,66225327,6/10/2023
6/10/2023,GDP23061032295321E,ewallet,83333.33333,66225327,6/10/2023
6/10/2023,GDP23061032296571E,ewallet,41666.66667,66225327,6/10/2023
6/21/2023,GDP23062132365623C,card,41666.66667,66526927,6/20/2023
6/21/2023,GDP23062132360594C,card,8333.333333,66526927,6/20/2023
6/20/2023,GDP23062032358573C,card,8333.333333,66526927,6/20/2023
6/22/2023,GDP23062232367438C,card,8333.333333,66526927,6/20/2023
6/23/2023,GDP23062332375632C,card,8333.333333,66526927,6/20/2023
6/25/2023,GDP23062532387859C,card,8333.333333,66526927,6/20/2023
6/5/2023,GDP23060532258478E,ewallet,8333.333333,45230434,10/7/2020
6/3/2023,GDP23060332247984E,ewallet,208333.3333,45230434,10/7/2020
6/14/2023,GDP23061432314097B,bank,125000,173204,7/1/2022
6/14/2023,GDP23061432314246B,bank,125000,173204,7/1/2022
6/14/2023,GDP23061432314091B,bank,416666.6667,173204,7/1/2022
6/14/2023,GDP23061432314087B,bank,416666.6667,173204,7/1/2022
6/3/2023,GDP23060332247075B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247081B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247085B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247091B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247094B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247244B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247245B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247247B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247246B,bank,41666.66667,173204,7/1/2022
6/3/2023,GDP23060332247251B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291960B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291962B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291964B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291966B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291970B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291985B,bank,41666.66667,173204,7/1/2022
6/10/2023,GDP23061032291990B,bank,41666.66667,173204,7/1/2022
6/14/2023,GDP23061432314246B,bank,125000,173204,7/1/2022
6/11/2023,GDP23061132297317B,bank,416666.6667,173204,7/1/2022
6/11/2023,GDP23061132297320B,bank,416666.6667,173204,7/1/2022
6/14/2023,GDP23061432314245B,bank,416666.6667,173204,7/1/2022
6/24/2023,GDP23062432380398B,bank,41666.66667,173204,7/1/2022
6/21/2023,GDP23062132359621B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334539B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334546B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334544B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334543B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334541B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334552B,bank,41666.66667,173204,7/1/2022
6/17/2023,GDP23061732334555B,bank,41666.66667,173204,7/1/2022
6/21/2023,GDP23062132359622B,bank,208333.3333,173204,7/1/2022
6/25/2023,GDP23062532393410B,bank,416666.6667,173204,7/1/2022
6/25/2023,GDP23062532393414B,bank,416666.6667,173204,7/1/2022
6/21/2023,GDP23062132359612B,bank,416666.6667,173204,7/1/2022
6/18/2023,GDP23061832344334B,bank,416666.6667,173204,7/1/2022
6/18/2023,GDP23061832344342B,bank,416666.6667,173204,7/1/2022
6/21/2023,GDP23062132359607B,bank,416666.6667,173204,7/1/2022
6/21/2023,GDP23062132359600B,bank,416666.6667,173204,7/1/2022
6/24/2023,GDP23062432380401B,bank,41666.66667,173204,7/1/2022
6/24/2023,GDP23062432380405B,bank,41666.66667,173204,7/1/2022
6/24/2023,GDP23062432380398B,bank,41666.66667,173204,7/1/2022
6/9/2023,GDP23060932284460E,ewallet,20833.33333,47206330,10/5/2022
6/10/2023,GDP23061032291832E,ewallet,20833.33333,47206330,10/5/2022
6/11/2023,GDP23061132297246E,ewallet,20833.33333,47206330,10/5/2022
6/12/2023,GDP23061232302467E,ewallet,20833.33333,47206330,10/5/2022
6/9/2023,GDP23060932284467E,ewallet,4166.666667,47206330,10/5/2022
6/10/2023,GDP23061032291842E,ewallet,4166.666667,47206330,10/5/2022
6/11/2023,GDP23061132297248E,ewallet,4166.666667,47206330,10/5/2022
6/12/2023,GDP23061232302471E,ewallet,4166.666667,47206330,10/5/2022
6/2/2023,GDP23060232245232A,apple,146777.0833,33368153,3/12/2023
6/3/2023,GDP23060332247240A,apple,78235.41667,33368153,3/12/2023
6/3/2023,GDP23060332250753A,apple,489485.4167,33368153,3/12/2023
6/4/2023,GDP23060432253682A,apple,146777.0833,33368153,3/12/2023
6/5/2023,GDP23060532255522A,apple,146777.0833,33368153,3/12/2023
6/5/2023,GDP23060532255605A,apple,293652.0833,33368153,3/12/2023
6/5/2023,GDP23060532255606A,apple,146777.0833,33368153,3/12/2023
6/6/2023,GDP23060632261241A,apple,146777.0833,33368153,3/12/2023
6/6/2023,GDP23060632266283A,apple,78235.41667,33368153,3/12/2023
6/7/2023,GDP23060732269593A,apple,78235.41667,33368153,3/12/2023
6/8/2023,GDP23060832276528A,apple,78235.41667,33368153,3/12/2023
6/8/2023,GDP23060832276967A,apple,78235.41667,33368153,3/12/2023
6/10/2023,GDP23061032291909A,apple,78235.41667,33368153,3/12/2023
6/12/2023,GDP23061232302534A,apple,78235.41667,33368153,3/12/2023
6/13/2023,GDP23061332308286A,apple,146777.0833,33368153,3/12/2023
6/1/2023,GDP23060132236090A,apple,9693.75,33368153,3/12/2023
6/2/2023,GDP23060232242081A,apple,9693.75,33368153,3/12/2023
6/5/2023,GDP23060532255608A,apple,9693.75,33368153,3/12/2023
6/7/2023,GDP23060732269594A,apple,9693.75,33368153,3/12/2023
6/12/2023,GDP23061232302536A,apple,9693.75,33368153,3/12/2023
6/5/2023,GDP23060532255607A,apple,19485.41667,33368153,3/12/2023
6/7/2023,GDP23060732269566A,apple,19485.41667,33368153,3/12/2023
6/3/2023,GDP23060332250754A,apple,48860.41667,33368153,3/12/2023
6/7/2023,GDP23060732269564A,apple,48860.41667,33368153,3/12/2023
6/9/2023,GDP23060932284836A,apple,48860.41667,33368153,3/12/2023
6/11/2023,GDP23061132297003A,apple,48860.41667,33368153,3/12/2023
6/11/2023,GDP23061132297204A,apple,48860.41667,33368153,3/12/2023
6/14/2023,GDP23061432319176A,apple,146777.0833,33368153,3/12/2023
6/14/2023,GDP23061432319177A,apple,9693.75,33368153,3/12/2023
6/15/2023,GDP23061532319857A,apple,9693.75,33368153,3/12/2023
6/15/2023,GDP23061532319856A,apple,146777.0833,33368153,3/12/2023
6/16/2023,GDP23061632326781A,apple,293652.0833,33368153,3/12/2023
6/16/2023,GDP23061632326833A,apple,146777.0833,33368153,3/12/2023
6/30/2023,GDP23063032425901A,apple,146777.0833,33368153,3/12/2023
6/30/2023,GDP23063032425903A,apple,489485.4167,33368153,3/12/2023
6/26/2023,GDP23062632398833A,apple,489485.4167,33368153,3/12/2023
6/25/2023,GDP23062532393285A,apple,489485.4167,33368153,3/12/2023
6/19/2023,GDP23061932345714A,apple,489485.4167,33368153,3/12/2023
6/17/2023,GDP23061732334658A,apple,489485.4167,33368153,3/12/2023
6/18/2023,GDP23061832340808A,apple,489485.4167,33368153,3/12/2023
6/22/2023,GDP23062232370850A,apple,293652.0833,33368153,3/12/2023
6/19/2023,GDP23061932348258A,apple,293652.0833,33368153,3/12/2023
6/16/2023,GDP23061632331541A,apple,293652.0833,33368153,3/12/2023
6/29/2023,GDP23062932413144A,apple,146777.0833,33368153,3/12/2023
